0.0,336.5
0.1,336.5
0.3,336.4
0.4,336.3
0.6,336.3
0.7,336.2
0.8,336.1
1.0,336.1
1.1,336.0
1.3,335.9
1.4,335.9
1.5,335.8
1.7,335.7
1.8,335.7
2.0,335.6
2.1,335.5
2.3,335.5
2.4,335.5
2.5,335.4
2.7,335.4
2.8,335.4
3.0,335.4
3.1,335.4
3.2,335.4
3.4,335.4
3.5,335.4
3.7,335.4
3.8,335.3
3.9,335.3
4.1,335.3
4.2,335.3
4.4,335.3
4.5,335.3
4.6,335.3
4.8,335.2
4.9,335.2
5.1,335.2
5.2,335.2
5.3,335.2
5.5,335.2
5.6,335.2
5.8,335.1
5.9,335.1
6.1,335.1
6.2,335.1
6.3,335.1
6.5,335.1
6.6,335.1
6.8,335.1
6.9,335.1
7.0,335.0
7.2,335.0
7.3,335.0
7.5,335.0
7.6,335.0
7.7,335.0
7.9,335.0
8.0,335.0
8.2,335.0
8.3,334.9
8.4,334.9
8.6,334.9
8.7,334.9
8.9,334.9
9.0,334.9
9.1,334.9
9.3,334.9
9.4,334.8
9.6,334.8
9.7,334.8
9.9,334.8
10.0,334.8
10.1,334.8
10.3,334.8
10.4,334.8
10.6,334.8
10.7,334.7
10.9,334.7
11.0,334.7
11.1,334.7
11.3,334.7
11.4,334.7
11.6,334.7
11.7,334.7
11.8,334.6
12.0,334.6
12.1,334.6
12.3,334.6
12.4,334.6
12.6,334.6
12.7,334.6
12.8,334.6
13.0,334.5
13.1,334.5
13.3,334.5
13.4,334.5
13.6,334.5
13.7,334.5
13.8,334.5
14.0,334.5
14.1,334.4
14.3,334.4
14.4,334.4
14.6,334.4
14.7,334.4
14.8,334.4
15.0,334.4
15.1,334.4
15.3,334.3
15.4,334.3
15.5,334.3
15.7,334.3
15.8,334.3
16.0,334.3
16.1,334.3
16.3,334.3
16.4,334.3
16.5,334.2
16.7,334.2
16.8,334.2
17.0,334.2
17.1,334.2
17.3,334.2
17.4,334.2
17.5,334.2
17.7,334.1
17.8,334.1
18.0,334.1
18.1,334.1
18.3,334.1
18.4,334.1
18.5,334.1
18.7,334.1
18.8,334.0
19.0,334.0
19.1,334.0
19.2,334.0
19.4,334.0
19.5,334.0
19.7,334.0
19.8,334.0
20.0,333.9
20.2,333.9
20.3,333.9
20.4,333.9
20.6,333.9
20.7,333.9
20.8,333.9
21.0,333.9
21.1,333.8
21.2,333.8
21.3,333.8
21.5,333.8
21.6,333.8
21.7,333.8
21.9,333.8
22.0,333.8
22.1,333.7
22.2,333.7
22.4,333.7
22.5,333.7
22.6,333.7
22.8,333.7
22.9,333.7
23.0,333.7
23.1,333.7
23.3,333.7
23.4,333.6
23.5,333.6
23.7,333.6
23.8,333.6
23.9,333.6
24.0,333.6
24.2,333.6
24.3,333.6
24.4,333.6
24.6,333.6
24.7,333.5
24.8,333.5
24.9,333.5
25.1,333.5
25.2,333.5
25.3,333.5
25.5,333.5
25.6,333.5
25.7,333.5
25.8,333.5
26.0,333.5
26.1,333.4
26.2,333.4
26.4,333.4
26.5,333.4
26.6,333.4
26.7,333.4
26.9,333.4
27.0,333.4
27.1,333.4
27.3,333.4
27.4,333.3
27.5,333.3
27.6,333.3
27.8,333.3
27.9,333.3
28.0,333.3
28.2,333.3
28.3,333.3
28.4,333.3
28.5,333.2
28.7,333.2
28.8,333.2
28.9,333.2
29.1,333.2
29.2,333.2
29.3,333.2
29.4,333.2
29.6,333.1
29.7,333.1
29.8,333.1
30.0,333.1
30.1,333.1
30.2,333.1
30.3,333.1
30.5,333.1
30.6,333.0
30.7,333.0
30.9,333.0
31.0,333.0
31.1,333.0
31.2,333.0
31.4,333.0
31.5,333.0
31.6,332.9
31.8,332.9
31.9,332.9
32.0,332.9
32.1,332.9
32.3,332.9
32.4,332.9
32.5,332.8
32.7,332.8
32.8,332.8
32.9,332.8
33.0,332.8
33.2,332.8
33.3,332.8
33.4,332.8
33.6,332.8
33.7,332.9
33.8,332.9
33.9,332.9
34.1,333.0
34.2,333.0
34.3,333.1
34.5,333.1
34.6,333.2
34.7,333.3
34.8,333.4
35.0,333.5
35.1,333.6
35.2,333.7
35.4,333.8
35.5,333.9
35.6,334.0
35.7,334.1
35.9,334.1
36.0,334.2
36.1,334.3
36.3,334.4
36.4,334.5
36.5,334.6
36.6,334.7
36.8,334.8
36.9,334.9
37.0,335.0
37.2,335.1
37.3,335.2
37.4,335.2
37.5,335.3
37.7,335.4
37.8,335.5
37.9,335.6
38.1,335.6
38.2,335.7
38.3,335.8
38.4,335.8
38.6,335.9
38.7,336.0
38.8,336.0
39.0,336.1
39.1,336.1
39.2,336.1
39.3,336.2
39.5,336.2
39.6,336.3
39.7,336.3
39.9,336.3
40.0,336.4
40.1,336.4
40.2,336.4
40.4,336.4
40.5,336.5
40.6,336.5
40.8,336.5
40.9,336.5
41.0,336.5
41.1,336.5
41.3,336.5
41.4,336.5
41.5,336.5
41.7,336.5
41.8,336.5
41.9,336.5
42.0,336.5
42.2,336.6
42.3,336.8
42.4,337.3
42.6,337.9
42.7,338.4
42.8,339.0
42.9,339.6
43.1,340.1
43.2,340.7
43.3,341.3
43.5,341.8
43.6,342.4
43.7,343.0
43.8,343.6
44.0,344.1
44.1,344.7
44.2,345.2
44.3,345.5
44.5,345.6
44.6,345.6
44.7,345.5
44.9,345.5
45.0,345.5
45.1,345.4
45.2,345.4
45.4,345.4
45.5,345.3
45.6,345.3
45.8,345.3
45.9,345.2
46.0,345.2
46.2,345.1
46.3,345.1
46.4,345.0
46.5,345.0
46.7,345.0
46.8,344.9
46.9,344.9
47.0,344.9
47.2,344.8
47.3,344.8
47.4,344.7
47.6,344.7
47.7,344.6
47.8,344.6
47.9,344.6
48.1,344.5
48.2,344.5
48.3,344.4
48.5,344.4
48.6,344.4
48.7,344.3
48.8,344.3
49.0,344.2
49.1,344.2
49.2,344.1
49.4,344.1
49.5,344.1
49.6,344.0
49.7,344.0
49.9,343.9
50.0,343.9
50.1,343.9
50.3,343.8
50.4,343.8
50.5,343.8
50.6,343.7
50.8,343.7
50.9,343.6
51.0,343.6
51.2,343.6
51.3,343.5
51.4,343.5
51.5,343.4
51.7,343.4
51.8,343.4
51.9,343.3
52.1,343.3
52.2,343.3
52.3,343.2
52.4,343.2
52.6,343.1
52.7,343.1
52.8,343.1
52.9,343.0
53.0,343.0
53.2,342.9
53.3,342.9
53.4,342.9
53.6,342.9
53.7,342.8
53.9,342.8
54.0,342.7
54.2,342.7
54.3,342.6
54.4,342.6
54.6,342.5
54.7,342.5
54.9,342.5
55.0,342.4
55.2,342.4
55.3,342.4
55.4,342.3
55.6,342.3
55.7,342.2
55.9,342.2
56.0,342.1
56.1,342.1
56.3,342.1
56.4,342.0
56.6,342.0
56.7,341.9
56.9,341.9
57.0,341.9
57.1,341.8
57.3,341.8
57.4,341.8
57.6,341.7
57.7,341.7
57.9,341.7
58.0,341.6
58.1,341.6
58.3,341.5
58.4,341.5
58.6,341.5
58.7,341.4
58.9,341.4
59.0,341.3
59.1,341.3
59.3,341.3
59.4,341.2
59.6,341.2
59.7,341.1
59.8,341.1
60.0,341.1
60.1,341.0
60.3,341.0
60.4,341.0
60.6,340.9
60.7,340.9
60.8,340.9
61.0,340.8
61.1,340.8
61.3,340.7
61.4,340.7
61.6,340.7
61.7,340.6
61.8,340.6
62.0,340.5
62.1,340.5
62.3,340.5
62.4,340.4
62.6,340.4
62.7,340.3
62.8,340.3
63.0,340.3
63.1,340.2
63.3,340.2
63.4,340.2
63.5,340.1
63.7,340.1
63.8,340.1
64.0,340.0
64.1,340.0
64.3,340.0
64.4,339.9
64.5,339.9
64.7,339.9
64.8,339.8
65.0,339.8
65.1,339.8
65.3,339.7
65.4,339.7
65.5,339.7
65.7,339.6
65.8,339.6
66.0,339.5
66.1,339.5
66.3,339.5
66.4,339.4
66.5,339.4
66.7,339.4
66.8,339.3
67.0,339.3
67.1,339.3
67.3,339.2
67.4,339.2
67.5,339.2
67.7,339.1
67.8,339.1
68.0,339.1
68.1,339.1
68.2,339.0
68.4,339.0
68.5,339.0
68.7,338.9
68.8,338.9
69.0,338.9
69.1,338.8
69.2,338.8
69.4,338.8
69.5,338.7
69.7,338.7
69.8,338.7
70.0,338.6
70.1,338.6
70.2,338.5
70.4,338.5
70.5,338.5
70.7,338.5
70.8,338.4
71.0,338.4
71.1,338.4
71.2,338.4
71.4,338.3
71.5,338.3
71.7,338.3
71.8,338.2
71.9,338.2
72.1,338.2
72.2,338.1
72.4,338.1
72.5,338.1
72.7,338.1
72.8,338.0
72.9,338.0
73.1,338.0
73.2,337.9
73.4,337.9
73.5,337.9
73.7,337.8
73.8,337.8
73.9,337.8
74.1,337.8
74.2,337.7
74.4,337.7
74.5,337.6
74.7,337.6
74.8,337.6
74.9,337.5
75.1,337.5
75.2,337.5
75.4,337.4
75.5,337.4
75.6,337.4
75.8,337.3
75.9,337.3
76.1,337.3
76.2,337.2
76.4,337.2
76.5,337.2
76.6,337.1
76.8,337.1
76.9,337.1
77.1,337.1
77.2,337.0
77.4,337.0
77.5,337.0
77.6,337.0
77.8,337.0
77.9,336.9
78.1,336.9
78.2,336.9
78.4,336.9
78.5,336.8
78.6,336.8
78.8,336.8
78.9,336.7
79.1,336.7
79.2,336.7
79.3,336.7
79.5,336.6
79.6,336.6
79.8,336.6
79.9,336.5
80.1,336.5
80.2,336.4
80.3,336.4
80.5,336.4
80.6,336.4
80.8,336.3
80.9,336.3
81.1,336.3
